State,County Name,x,y,Color,Pop,PopDensity,logPopDens,Largest City,County Full,State Full
OH,Vinton,92,49,G,13083,32.6,1.5132176,McArthur,Vinton County,Ohio
OH,Gallia,92,48,G,30088,66.3,1.821513528,Gallipolis,Gallia County,Ohio
OH,Ottawa,91,55.5,G,40632,162.5,2.210853365,Port Clinton,Ottawa County,Ohio
OH,Ashland,91,54.5,G,53536,125.6,2.098989639,Ashland,Ashland County,Ohio
OH,Richland,91,53.5,G,121100,251.3,2.400192489,Mansfield,Richland County,Ohio
OH,Knox,91,52.5,G,61481,115.9,2.064083436,Mount Vernon,Knox County,Ohio
OH,Franklin,91,51.5,G,1290360,2186.1,3.339670024,Columbus,Franklin County,Ohio
OH,Fairfield,91,50.5,G,154457,289.8,2.462098381,Lancaster,Fairfield County,Ohio
OH,Hocking,91,49.5,G,28390,69.7,1.843232778,Logan,Hocking County,Ohio
OH,Jackson,91,48.5,G,32450,79,1.897627091,Jackson,Jackson County,Ohio
OH,Lawrence,91,47.5,G,60184,137.7,2.13893394,Ironton,Lawrence County,Ohio
OH,Lucas,90,56,G,431102,1296.2,3.112672017,Toledo,Lucas County,Ohio
OH,Seneca,90,55,G,55351,103,2.012837225,Tiffin,Seneca County,Ohio
OH,Crawford,90,54,G,41821,109,2.037426498,Galion,Crawford County,Ohio
OH,Morrow,90,53,G,35043,85.8,1.933487288,Mount Gilead,Morrow County,Ohio
OH,Delaware,90,52,G,201135,393.2,2.594613509,Delaware,Delaware County,Ohio
OH,Pickaway,90,51,G,57762,111.1,2.045714059,Circleville,Pickaway County,Ohio
OH,Ross,90,50,G,76948,113.3,2.05422991,Chillicothe,Ross County,Ohio
OH,Pike,90,49,G,28000,65.2,1.814247596,Waverly,Pike County,Ohio
OH,Scioto,90,48,G,76040,130.3,2.114944416,Portsmouth,Scioto County,Ohio
OH,Wood,89,56.5,G,130150,203.3,2.308137379,Bowling Green,Wood County,Ohio
OH,Sandusky,89,55.5,G,59029,149.2,2.173768823,Fremont,Sandusky County,Ohio
OH,Wyandot,89,54.5,G,22000,55.6,1.745074792,Upper Sandusky,Wyandot County,Ohio
OH,Marion,89,53.5,G,65299,164.7,2.216693599,Marion,Marion County,Ohio
OH,Union,89,52.5,G,56707,121.1,2.083144143,Marysville,Union County,Ohio
OH,Madison,89,51.5,G,44135,93.2,1.969415912,London,Madison County,Ohio
OH,Fayette,89,50.5,G,28620,71.4,1.853698212,Washington Court House,Fayette County,Ohio
OH,Highland,89,49.5,G,43016,78.8,1.896526217,Hillsboro,Highland County,Ohio
OH,Adams,89,48.5,G,27776,48.9,1.689308859,West Union,Adams County,Ohio
OH,Henry,88,57,G,27208,67.8,1.831229694,Napoleon,Henry County,Ohio
OH,Hancock,88,56,G,75837,140.7,2.148294097,Findlay,Hancock County,Ohio
OH,Hardin,88,55,G,31425,68.1,1.833147112,Kenton,Hardin County,Ohio
OH,Logan,88,54,G,45316,100,2,Bellefontaine,Logan County,Ohio
OH,Champaign,88,53,G,38845,93.5,1.970811611,Urbana,Champaign County,Ohio
OH,Clark,88,52,G,134726,348,2.541579244,Springfield,Clark County,Ohio
OH,Greene,88,51,G,166502,390.5,2.591621038,Beavercreek,Greene County,Ohio
OH,Clinton,88,50,G,41957,102.9,2.012415375,Wilmington,Clinton County,Ohio
OH,Brown,88,49,G,43572,91.5,1.961421094,Georgetown,Brown County,Ohio
OH,Fulton,87,57.5,G,42253,105.3,2.022428371,Wauseon,Fulton County,Ohio
OH,Putnam,87,56.5,G,33911,71.5,1.854306042,Ottawa,Putnam County,Ohio
OH,Allen,87,55.5,G,103175,264.2,2.421932813,Lima,Allen County,Ohio
OH,Auglaize,87,54.5,G,45729,114.5,2.058805487,Wapakoneta,Auglaize County,Ohio
OH,Shelby,87,53.5,G,48749,121.2,2.08350262,Sidney,Shelby County,Ohio
OH,Miami,87,52.5,G,105371,252.1,2.401572846,Troy,Miami County,Ohio
OH,Montgomery,87,51.5,G,531670,1159.5,3.064270753,Dayton,Montgomery County,Ohio
OH,Warren,87,50.5,G,229132,530,2.72427587,Mason,Warren County,Ohio
OH,Clermont,87,49.5,G,204275,436.5,2.639984248,Withamsville,Clermont County,Ohio
OH,Williams,86,58,G,36816,89.4,1.951337519,Bryan,Williams County,Ohio
OH,Defiance,86,57,G,38160,94.9,1.977266212,Defiance,Defiance County,Ohio
OH,Paulding,86,56,G,18809,47.1,1.673020907,Paulding,Paulding County,Ohio
OH,Van Wert,86,55,G,28261,70.3,1.846955325,Van Wert,Van Wert County,Ohio
OH,Mercer,86,54,G,40884,88.3,1.945960704,Celina,Mercer County,Ohio
OH,Darke,86,53,G,51513,88.5,1.946943271,Greenville,Darke County,Ohio
OH,Preble,86,52,G,41093,99.7,1.998695158,Eaton,Preble County,Ohio
OH,Butler,86,51,G,380019,788.2,2.896636431,Middletown,Butler County,Ohio
OH,Hamilton,86,50,G,813589,1976.7,3.295940762,Cincinnati,Hamilton County,Ohio
IN,Steuben,84,58,B,34453,110.7,2.044147621,Angola,Steuben County,Indiana
IN,DeKalb,84,57,B,42927,116.4,2.06595298,Auburn,DeKalb County,Indiana
IN,Allen,84,56,B,372575,540.6,2.732876041,Fort Wayne,Allen County,Indiana
IN,Adams,84,55,B,35376,101.4,2.006037955,Decatur,Adams County,Indiana
IN,Jay,84,54,B,20840,55.4,1.743509765,Portland,Jay County,Indiana
IN,Randolph,84,53,B,24926,57.9,1.762678564,Union City,Randolph County,Indiana
IN,Wayne,84,52,B,66342,171.5,2.234264124,Richmond,Wayne County,Indiana
IN,Union,84,51,B,7113,46.6,1.668385917,Liberty,Union County,Indiana
IN,Franklin,84,50,B,22774,60.1,1.778874472,Brookville,Franklin County,Indiana
IN,Dearborn,84,49,B,49479,164.1,2.215108581,Lawrenceburg,Dearborn County,Indiana
IN,Ohio,84,48,B,5874,71.1,1.851869601,Rising Sun,Ohio County,Indiana
IN,Switzerland,84,47,B,10685,48.1,1.682145076,Vevay,Switzerland County,Indiana
IN,LaGrange,83,57.5,B,39193,97.8,1.990338855,Lagrange,LaGrange County,Indiana
IN,Noble,83,56.5,B,47506,115.7,2.063333359,Kendallville,Noble County,Indiana
IN,Whitley,83,55.5,B,33730,99.2,1.996511672,Columbia City,Whitley County,Indiana
IN,Wells,83,54.5,B,28011,75.1,1.875639937,Bluffton,Wells County,Indiana
IN,Blackford,83,53.5,B,12013,77.3,1.888179494,Hartford City,Blackford County,Indiana
IN,Delaware,83,52.5,B,115020,300.1,2.477265995,Muncie,Delaware County,Indiana
IN,Henry,83,51.5,B,48255,126.2,2.101059355,New Castle,Henry County,Indiana
IN,Fayette,83,50.5,B,23194,112.9,2.052693942,Connersville,Fayette County,Indiana
IN,Decatur,83,49.5,B,26562,69.1,1.839478047,Greensburg,Decatur County,Indiana
IN,Ripley,83,48.5,B,28391,64.6,1.810232518,Batesville,Ripley County,Indiana
IN,Jennings,83,47.5,B,27710,75.7,1.87909588,North Vernon,Jennings County,Indiana
IN,Jefferson,83,46.5,B,32201,89.9,1.953759692,Madison,Jefferson County,Indiana
IN,Elkhart,82,57,B,204558,426.5,2.629919036,Elkhart,Elkhart County,Indiana
IN,Kosciusko,82,56,B,79035,145.6,2.163161375,Warsaw,Kosciusko County,Indiana
IN,Miami,82,55,B,35815,98.7,1.994317153,Peru,Miami County,Indiana
IN,Huntington,82,54,B,36359,97,1.986771734,Huntington,Huntington County,Indiana
IN,Grant,82,53,B,66452,169.2,2.228400359,Marion,Grant County,Indiana
IN,Madison,82,52,B,129455,291.3,2.464340485,Anderson,Madison County,Indiana
IN,Hancock,82,51,B,75164,228.8,2.35945602,Greenfield,Hancock County,Indiana
IN,Rush,82,50,B,16641,42.6,1.629409599,Rushville,Rush County,Indiana
IN,Bartholomew,82,49,B,82481,188.7,2.2757719,Columbus,Bartholomew County,Indiana
IN,Jackson,82,48,B,44025,83.2,1.920123326,Seymour,Jackson County,Indiana
IN,Scott,82,47,B,23759,127,2.103803721,Scottsburg,Scott County,Indiana
IN,Clark,82,46,B,116507,295.6,2.47070443,Jeffersonville,Clark County,Indiana
IN,St. Joseph,81,57.5,B,270216,583,2.765668555,South Bend,St. Joseph County,Indiana
IN,Marshall,81,56.5,B,46461,106.1,2.025715384,Plymouth,Marshall County,Indiana
IN,Fulton,81,55.5,B,20096,56.6,1.752816431,Rochester,Fulton County,Indiana
IN,Cass,81,54.5,B,37880,94.5,1.975431809,Logansport,Cass County,Indiana
IN,Wabash,81,53.5,B,31389,79.7,1.901458321,Wabash,Wabash County,Indiana
IN,Tipton,81,52.5,B,15162,61.2,1.786751422,Tipton,Tipton County,Indiana
IN,Hamilton,81,51.5,B,323117,696.4,2.842858762,Carmel,Hamilton County,Indiana
IN,Marion,81,50.5,B,951869,2279.6,3.357858648,Indianapolis,Marion County,Indiana
IN,Shelby,81,49.5,B,44438,108.1,2.033825694,Shelbyville,Shelby County,Indiana
IN,Brown,81,48.5,B,15064,48.9,1.689308859,Cordry Sweetwater Lakes,Brown County,Indiana
IN,Lawrence,81,47.5,B,45548,102.7,2.011570444,Bedford,Lawrence County,Indiana
IN,Washington,81,46.5,B,27848,55,1.740362689,Salem,Washington County,Indiana
IN,Floyd,81,45.5,B,77320,504.1,2.702516697,New Albany,Floyd County,Indiana
IN,LaPorte,80,58,B,110154,186.3,2.270212855,Michigan City,LaPorte County,Indiana
IN,Starke,80,57,B,22952,75.6,1.878521796,Knox,Starke County,Indiana
IN,Pulaski,80,56,B,12559,30.9,1.489958479,Winamac,Pulaski County,Indiana
IN,White,80,55,B,24149,48.8,1.688419822,Monticello,White County,Indiana
IN,Carroll,80,54,B,20074,54.1,1.733197265,Delphi,Carroll County,Indiana
IN,Howard,80,53,B,82331,282.4,2.450864692,Kokomo,Howard County,Indiana
IN,Boone,80,52,B,65544,133.9,2.126780577,Zionsville,Boone County,Indiana
IN,Hendricks,80,51,B,163799,357.4,2.553154548,Plainfield,Hendricks County,Indiana
IN,Johnson,80,50,B,153716,435.8,2.639287226,Greenwood,Johnson County,Indiana
IN,Monroe,80,49,B,146461,349.7,2.543695632,Bloomington,Monroe County,Indiana
IN,Martin,80,48,B,10212,30.8,1.488550717,Loogootee,Martin County,Indiana
IN,Orange,80,47,B,19545,49.8,1.697229343,Paoli,Orange County,Indiana
IN,Crawford,80,46,B,10569,35.1,1.545307116,Milltown,Crawford County,Indiana
IN,Harrison,80,45,B,39940,81.2,1.909556029,Corydon,Harrison County,Indiana
IN,Porter,79,57.5,B,168636,393,2.59439255,Portage,Porter County,Indiana
IN,Jasper,79,56.5,B,33447,59.8,1.776701184,Rensselaer,Jasper County,Indiana
IN,Benton,79,55.5,B,8677,21.8,1.338456494,Fowler,Benton County,Indiana
IN,Tippecanoe,79,54.5,B,191553,345.7,2.53869938,Lafayette,Tippecanoe County,Indiana
IN,Clinton,79,53.5,B,32273,82,1.913813852,Frankfort,Clinton County,Indiana
IN,Montgomery,79,52.5,B,38287,75.6,1.878521796,Crawfordsville,Montgomery County,Indiana
IN,Putnam,79,51.5,B,37384,79,1.897627091,Greencastle,Putnam County,Indiana
IN,Morgan,79,50.5,B,69922,170.5,2.231724383,Martinsville,Morgan County,Indiana
IN,Owen,79,49.5,B,20835,56,1.748188027,Spencer,Owen County,Indiana
IN,Greene,79,48.5,B,32159,61.1,1.78604121,Linton,Greene County,Indiana
IN,Daviess,79,47.5,B,33120,73.7,1.867467488,Washington,Daviess County,Indiana
IN,Dubois,79,46.5,B,42543,98,1.991226076,Jasper,Dubois County,Indiana
IN,Perry,79,45.5,B,19102,50.7,1.705007959,Tell City,Perry County,Indiana
IN,Lake,78,57,B,485707,994.1,2.997430074,Hammond,Lake County,Indiana
IN,Newton,78,56,B,13992,35.5,1.550228353,Roselawn,Newton County,Indiana
IN,Warren,78,55,B,8237,23.3,1.367355921,Williamsport,Warren County,Indiana
IN,Fountain,78,54,B,16430,43.6,1.639486489,Attica,Fountain County,Indiana
IN,Parke,78,53,B,16946,39,1.591064607,Rockville,Parke County,Indiana
IN,Vermillion,78,52,B,15539,63.1,1.800029359,Clinton,Vermillion County,Indiana
IN,Vigo,78,51,B,107459,267.4,2.427161403,Terre Haute,Vigo County,Indiana
IN,Clay,78,50,B,26234,75.2,1.876217841,Brazil,Clay County,Indiana
IN,Sullivan,78,49,B,20730,48,1.681241237,Sullivan,Sullivan County,Indiana
IN,Knox,78,48,B,37065,74.5,1.872156273,Vincennes,Knox County,Indiana
IN,Pike,78,47,B,12378,38.4,1.584331224,Petersburg,Pike County,Indiana
IN,Spencer,78,46,B,20447,52.8,1.722633923,Santa Claus,Spencer County,Indiana
IN,Gibson,77,47.5,B,33656,68.7,1.836956737,Princeton,Gibson County,Indiana
IN,Vanderburgh,77,46.5,B,181291,769.7,2.886321487,Evansville,Vanderburgh County,Indiana
IN,Warrick,77,45.5,B,62280,155.1,2.190611798,Boonville,Warrick County,Indiana
IN,Posey,76,47,B,25560,63.3,1.80140371,Mount Vernon,Posey County,Indiana
MI,Huron,88,64,Y,31349,39.6,1.597695186,Bad Axe,Huron County,Michigan
MI,Sanilac,88,63,Y,41295,44.8,1.651278014,Sandusky,Sanilac County,Michigan
MI,St. Clair,88,62,Y,159247,226.1,2.354300562,Port Huron,St. Clair County,Michigan
MI,Macomb,88,61,Y,870325,1754.9,3.244252374,Warren,Macomb County,Michigan
MI,Tuscola,87,63.5,Y,52939,69.4,1.84135947,Caro,Tuscola County,Michigan
MI,Lapeer,87,62.5,Y,88038,137.4,2.137986733,Lapeer,Lapeer County,Michigan
MI,Oakland,87,61.5,Y,1253185,1385.7,3.141669217,South Lyon,Oakland County,Michigan
MI,Wayne,87,60.5,Y,1757299,2974.4,3.473399372,Detroit,Wayne County,Michigan
MI,Monroe,87,59.5,Y,149727,276.7,2.442009159,Monroe,Monroe County,Michigan
MI,Presque Isle,86,69,Y,12714,20.3,1.307496038,Rogers City,Presque Isle County,Michigan
MI,Alpena,86,68,Y,28520,51.8,1.71432976,Alpena,Alpena County,Michigan
MI,Alcona,86,67,Y,10353,16.2,1.209515015,Hubbard Lake,Alcona County,Michigan
MI,Iosco,86,66,Y,25197,47.1,1.673020907,East Tawas,Iosco County,Michigan
MI,Arenac,86,65,Y,15070,43.8,1.641474111,Standish,Arenac County,Michigan
MI,Bay,86,64,Y,104104,243.7,2.386855529,Bay City,Bay County,Michigan
MI,Genesee,86,63,Y,407875,668.5,2.825101412,Flint,Genesee County,Michigan
MI,Livingston,86,62,Y,189754,320.2,2.505421328,Howell,Livingston County,Michigan
MI,Washtenaw,86,61,Y,367000,488.4,2.688775655,Ann Arbor,Washtenaw County,Michigan
MI,Lenawee,86,60,Y,98381,133.3,2.124830149,Adrian,Lenawee County,Michigan
MI,Cheboygan,85,69.5,Y,25418,36.6,1.563481085,Cheboygan,Cheboygan County,Michigan
MI,Montmorency,85,68.5,Y,9265,17.9,1.252853031,Lewiston,Montmorency County,Michigan
MI,Oscoda,85,67.5,Y,8248,15.3,1.184691431,Mio,Oscoda County,Michigan
MI,Ogemaw,85,66.5,Y,20898,38.5,1.58546073,Skidway Lake,Ogemaw County,Michigan
MI,Gladwin,85,65.5,Y,25279,51.2,1.709269961,Gladwin,Gladwin County,Michigan
MI,Midland,85,64.5,Y,83355,162,2.209515015,Midland,Midland County,Michigan
MI,Saginaw,85,63.5,Y,191821,250.2,2.398287305,Saginaw,Saginaw County,Michigan
MI,Shiawassee,85,62.5,Y,68340,133.1,2.124178055,Owosso,Shiawassee County,Michigan
MI,Ingham,85,61.5,Y,290587,505.1,2.703377369,Lansing,Ingham County,Michigan
MI,Jackson,85,60.5,Y,158636,228.4,2.3586961,Jackson,Jackson County,Michigan
MI,Hillsdale,85,59.5,Y,45757,78.1,1.892651034,Hillsdale,Hillsdale County,Michigan
MI,Chippewa,84,72,Y,37629,24.7,1.392696953,Sault Ste. Marie,Chippewa County,Michigan
MI,Mackinac,84,71,Y,10780,10.9,1.037426498,St. Ignace,Mackinac County,Michigan
MI,Emmet,84,70,Y,33104,69.9,1.844477176,Petoskey,Emmet County,Michigan
MI,Otsego,84,69,Y,24490,46.9,1.671172843,Gaylord,Otsego County,Michigan
MI,Crawford,84,68,Y,13892,25.3,1.403120521,Grayling,Crawford County,Michigan
MI,Roscommon,84,67,Y,23851,47.1,1.673020907,Houghton Lake,Roscommon County,Michigan
MI,Clare,84,66,Y,30651,54.8,1.738780558,Clare,Clare County,Michigan
MI,Isabella,84,65,Y,70688,122.8,2.089198367,Mount Pleasant,Isabella County,Michigan
MI,Gratiot,84,64,Y,40916,74.7,1.873320602,Alma,Gratiot County,Michigan
MI,Clinton,84,63,Y,78389,133.1,2.124178055,St. Johns,Clinton County,Michigan
MI,Eaton,84,62,Y,109456,187.4,2.272769587,Waverly,Eaton County,Michigan
MI,Calhoun,84,61,Y,134212,192.8,2.28510703,Battle Creek,Calhoun County,Michigan
MI,Branch,84,60,Y,43513,89.4,1.951337519,Coldwater,Branch County,Michigan
MI,Luce,83,71.5,Y,6338,7.4,0.8692317197,Newberry,Luce County,Michigan
MI,Charlevoix,83,69.5,Y,26188,62.3,1.794488047,Charlevoix,Charlevoix County,Michigan
MI,Antrim,83,68.5,Y,23206,49.6,1.695481676,Elk Rapids,Antrim County,Michigan
MI,Kalkaska,83,67.5,Y,17585,30.6,1.485721426,Kalkaska,Kalkaska County,Michigan
MI,Missaukee,83,66.5,Y,15028,26.3,1.419955748,Lake City,Missaukee County,Michigan
MI,Osceola,83,65.5,Y,23290,41.5,1.618048097,Reed City,Osceola County,Michigan
MI,Mecosta,83,64.5,Y,43251,77.1,1.887054378,Big Rapids,Mecosta County,Michigan
MI,Montcalm,83,63.5,Y,63413,89.8,1.953276337,Greenville,Montcalm County,Michigan
MI,Ionia,83,62.5,Y,64300,111.9,2.048830087,Ionia,Ionia County,Michigan
MI,Barry,83,61.5,Y,60540,107,2.029383778,Hastings,Barry County,Michigan
MI,Kalamazoo,83,60.5,Y,262745,445.7,2.649042634,Kalamazoo,Kalamazoo County,Michigan
MI,St. Joseph,83,59.5,Y,60836,122.4,2.087781418,Sturgis,St. Joseph County,Michigan
MI,Alger,82,72,Y,9151,10.5,1.021189299,Munising,Alger County,Michigan
MI,Schoolcraft,82,71,Y,8048,7.2,0.8573324964,Manistique,Schoolcraft County,Michigan
MI,Grand Traverse,82,67,Y,92181,187.3,2.272537777,Traverse City,Grand Traverse County,Michigan
MI,Wexford,82,66,Y,33256,57.9,1.762678564,Cadillac,Wexford County,Michigan
MI,Lake,82,65,Y,11852,20.3,1.307496038,Baldwin,Lake County,Michigan
MI,Newaygo,82,64,Y,48366,59.6,1.77524626,Fremont,Newaygo County,Michigan
MI,Ottawa,82,63,Y,286558,468.2,2.670431409,Holland,Ottawa County,Michigan
MI,Kent,82,62,Y,648121,711.5,2.852174904,Grand Rapids,Kent County,Michigan
MI,Allegan,82,61,Y,116143,135,2.130333768,Otsego,Allegan County,Michigan
MI,Van Buren,82,60,Y,75358,125.5,2.098643726,Paw Paw,Van Buren County,Michigan
MI,Cass,82,59,Y,51523,106.7,2.028164419,Dowagiac,Cass County,Michigan
MI,Marquette,81,72.5,Y,66686,37.1,1.56937391,Marquette,Marquette County,Michigan
MI,Delta,81,71.5,Y,36026,31.7,1.501059262,Escanaba,Delta County,Michigan
MI,Leelanau,81,68.5,Y,21652,62.5,1.795880017,Greilickville,Leelanau County,Michigan
MI,Benzie,81,67.5,Y,17615,54.8,1.738780558,Frankfort,Benzie County,Michigan
MI,Manistee,81,66.5,Y,24457,45.6,1.658964843,Manistee,Manistee County,Michigan
MI,Mason,81,65.5,Y,28954,58,1.763427994,Ludington,Mason County,Michigan
MI,Oceana,81,64.5,Y,26416,51.9,1.715167358,Hart,Oceana County,Michigan
MI,Muskegon,81,63.5,Y,173297,344.9,2.537693194,Muskegon,Muskegon County,Michigan
MI,Berrien,81,59.5,Y,154133,276.2,2.441223674,Benton Harbor,Berrien County,Michigan
MI,Dickinson,80,72,Y,25439,34.4,1.536558443,Iron Mountain,Dickinson County,Michigan
MI,Menominee,80,71,Y,23074,23,1.361727836,Menominee,Menominee County,Michigan
MI,Baraga,79,72.5,Y,8421,9.9,0.9956351946,Baraga,Baraga County,Michigan
MI,Iron,79,71.5,Y,11152,10.1,1.004321374,Iron River,Iron County,Michigan
MI,Keweenaw,78,73,Y,2111,4,0.6020599913,Ahmeek,Keweenaw County,Michigan
MI,Houghton,78,72,Y,36070,36.3,1.559906625,Houghton,Houghton County,Michigan
MI,Gogebic,78,71,Y,15061,14.9,1.173186268,Ironwood,Gogebic County,Michigan
MI,Ontonagon,77,71.5,Y,5877,5.2,0.7160033436,Ontonagon,Ontonagon County,Michigan
WI,Door,79,69.5,R,27472,57.6,1.760422483,Sturgeon Bay,Door County,Wisconsin
WI,Kewaunee,78,69,R,20387,60.1,1.778874472,Algoma,Kewaunee County,Wisconsin
WI,Manitowoc,78,68,R,79185,138.3,2.14082218,Manitowoc,Manitowoc County,Wisconsin
WI,Sheboygan,78,67,R,115178,225.9,2.353916231,Sheboygan,Sheboygan County,Wisconsin
WI,Ozaukee,78,66,R,88597,370.7,2.569022586,Mequon,Ozaukee County,Wisconsin
WI,Milwaukee,78,65,R,951226,3926,3.593950295,Milwaukee,Milwaukee County,Wisconsin
WI,Racine,78,64,R,195602,587.7,2.769155691,Racine,Racine County,Wisconsin
WI,Brown,77,68.5,R,261368,468.2,2.670431409,Green Bay,Brown County,Wisconsin
WI,Calumet,77,67.5,R,49928,153.9,2.18723862,Harrison,Calumet County,Wisconsin
WI,Fond du Lac,77,66.5,R,102597,141.2,2.149834697,Fond du Lac,Fond du Lac County,Wisconsin
WI,Washington,77,65.5,R,134925,306.2,2.486005186,West Bend,Washington County,Wisconsin
WI,Waukesha,77,64.5,R,400475,709.4,2.850891184,Waukesha,Waukesha County,Wisconsin
WI,Kenosha,77,63.5,R,168524,611.9,2.786680453,Kenosha,Kenosha County,Wisconsin
WI,Marinette,76,70,R,40391,29.8,1.474216264,Marinette,Marinette County,Wisconsin
WI,Oconto,76,69,R,37646,37.7,1.57634135,Oconto,Oconto County,Wisconsin
WI,Outagamie,76,68,R,185700,277.2,2.442793226,Appleton,Outagamie County,Wisconsin
WI,Waupaca,76,67,R,51245,70.1,1.845718018,Waupaca,Waupaca County,Wisconsin
WI,Winnebago,76,66,R,170411,384.3,2.584670384,Oshkosh,Winnebago County,Wisconsin
WI,Dodge,76,65,R,87715,101.4,2.006037955,Beaver Dam,Dodge County,Wisconsin
WI,Jefferson,76,64,R,84701,150.4,2.177247836,Watertown,Jefferson County,Wisconsin
WI,Walworth,76,63,R,103074,184.2,2.265289626,Lake Geneva,Walworth County,Wisconsin
WI,Florence,75,70.5,R,4314,9.1,0.9590413923,Florence,Florence County,Wisconsin
WI,Langlade,75,69.5,R,19146,22.9,1.359835482,Antigo,Langlade County,Wisconsin
WI,Menominee,75,68.5,R,4558,11.8,1.071882007,Legend Lake,Menominee County,Wisconsin
WI,Shawano,75,67.5,R,40904,47,1.672097858,Shawano,Shawano County,Wisconsin
WI,Waushara,75,66.5,R,24193,39.1,1.592176757,Wautoma,Waushara County,Wisconsin
WI,Green Lake,75,65.5,R,18755,54.5,1.736396502,Berlin,Green Lake County,Wisconsin
WI,Columbia,75,64.5,R,57133,74.2,1.870403905,Portage,Columbia County,Wisconsin
WI,Dane,75,63.5,R,536078,407.7,2.610340711,Madison,Dane County,Wisconsin
WI,Rock,75,62.5,R,162152,223.3,2.348888723,Janesville,Rock County,Wisconsin
WI,Vilas,74,71,R,21751,25,1.397940009,Eagle River,Vilas County,Wisconsin
WI,Forest,74,70,R,8995,9.2,0.9637878273,Crandon,Forest County,Wisconsin
WI,Lincoln,74,69,R,27744,32.7,1.514547753,Merrill,Lincoln County,Wisconsin
WI,Marathon,74,68,R,135396,86.8,1.938519725,Wausau,Marathon County,Wisconsin
WI,Portage,74,67,R,70632,87.4,1.941511433,Stevens Point,Portage County,Wisconsin
WI,Marquette,74,66,R,15304,33.8,1.5289167,Montello,Marquette County,Wisconsin
WI,Adams,74,65,R,20094,32.3,1.509202522,Adams,Adams County,Wisconsin
WI,Sauk,74,64,R,63922,74.6,1.872738827,Baraboo,Sauk County,Wisconsin
WI,Green,74,63,R,36896,63.1,1.800029359,Monroe,Green County,Wisconsin
WI,Iron,73,71.5,R,5687,7.8,0.8920946027,Hurley,Iron County,Wisconsin
WI,Oneida,73,70.5,R,35381,32.3,1.509202522,Rhinelander,Oneida County,Wisconsin
WI,Taylor,73,69.5,R,20325,21.2,1.326335861,Medford,Taylor County,Wisconsin
WI,Clark,73,68.5,R,34579,28.7,1.457881897,Abbotsford,Clark County,Wisconsin
WI,Wood,73,67.5,R,73112,94.2,1.974050903,Wisconsin Rapids,Wood County,Wisconsin
WI,Jackson,73,66.5,R,20522,20.7,1.315970345,Black River Falls,Jackson County,Wisconsin
WI,Juneau,73,65.5,R,26478,34.8,1.541579244,Mauston,Juneau County,Wisconsin
WI,Richland,73,64.5,R,17459,30.7,1.487138375,Richland Center,Richland County,Wisconsin
WI,Iowa,73,63.5,R,23618,31.1,1.492760389,Dodgeville,Iowa County,Wisconsin
WI,Lafayette,73,62.5,R,16715,26.6,1.424881637,Darlington,Lafayette County,Wisconsin
WI,Ashland,72,71,R,15617,15.5,1.190331698,Ashland,Ashland County,Wisconsin
WI,Price,72,70,R,13416,11.3,1.053078443,Park Falls,Price County,Wisconsin
WI,Chippewa,72,69,R,63892,61.9,1.791690649,Chippewa Falls,Chippewa County,Wisconsin
WI,Eau Claire,72,68,R,103514,154.8,2.189770956,Eau Claire,Eau Claire County,Wisconsin
WI,Trempealeau,72,67,R,29499,39.3,1.59439255,Arcadia,Trempealeau County,Wisconsin
WI,Monroe,72,66,R,45771,49.6,1.695481676,Sparta,Monroe County,Wisconsin
WI,Vernon,72,65,R,30633,37.6,1.575187845,Viroqua,Vernon County,Wisconsin
WI,Crawford,72,64,R,16235,29.2,1.465382851,Prairie du Chien,Crawford County,Wisconsin
WI,Grant,72,63,R,51733,44.7,1.650307523,Platteville,Grant County,Wisconsin
WI,Bayfield,71,71.5,R,14993,10.2,1.008600172,Washburn,Bayfield County,Wisconsin
WI,Sawyer,71,70.5,R,16399,13.2,1.120573931,Hayward,Sawyer County,Wisconsin
WI,Rusk,71,69.5,R,14132,16.2,1.209515015,Ladysmith,Rusk County,Wisconsin
WI,Dunn,71,68.5,R,44759,51.6,1.712649702,Menomonie,Dunn County,Wisconsin
WI,Buffalo,71,67.5,R,13126,20.2,1.305351369,Mondovi,Buffalo County,Wisconsin
WI,La Crosse,71,66.5,R,117894,253.8,2.404491618,La Crosse,La Crosse County,Wisconsin
WI,Douglas,70,71,R,43295,33.9,1.530199698,Superior,Douglas County,Wisconsin
WI,Washburn,70,70,R,15688,20,1.301029996,Spooner,Washburn County,Wisconsin
WI,Barron,70,69,R,45229,53.2,1.725911632,Rice Lake,Barron County,Wisconsin
WI,Pepin,70,68,R,7265,32.2,1.507855872,Durand,Pepin County,Wisconsin
WI,Burnett,69,70.5,R,15289,18.8,1.274157849,Grantsburg,Burnett County,Wisconsin
WI,Polk,69,69.5,R,43438,48.4,1.684845362,Osceola,Polk County,Wisconsin
WI,St. Croix,69,68.5,R,88732,116.8,2.067442843,Hudson,St. Croix County,Wisconsin
WI,Pierce,69,67.5,R,41977,71.5,1.854306042,River Falls,Pierce County,Wisconsin
IL,Edgar,75,53.5,G,17407,29.8,1.474216264,Paris,Edgar County,Illinois
IL,Clark,75,52.5,G,15716,32.6,1.5132176,Marshall,Clark County,Illinois
IL,Crawford,75,51.5,G,18972,44.7,1.650307523,Robinson,Crawford County,Illinois
